Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Loamy,8.03,60.0,0.84,1.63,46,10,116,26.6,60.03,1082.77,Rice,Flowering,Kharif,Rainfed,Cotton,South,202.97,4.95,DAP
Clay,5.06,48.44,0.4,1.99,76,39,34,32.96,35.64,631.25,Potato,Vegetative,Kharif,Drip,Tomato,West,135.88,2.83,DAP
Silt,5.36,31.08,0.79,1.0,110,28,61,27.42,34.95,1083.82,Tomato,Vegetative,Zaid,Sprinkler,Rice,West,172.77,6.44,SSP
Sandy,6.08,39.47,0.5,0.52,66,29,61,40.0,85.45,2206.23,Wheat,Sowing,Zaid,Canal,Rice,Central,119.18,4.08,SSP
Clay,6.55,23.85,0.47,1.88,32,49,54,17.2,74.54,572.66,Potato,Vegetative,Rabi,Canal,Wheat,East,123.18,8.0,Compost
Silt,5.66,24.33,0.59,2.25,58,21,83,24.16,70.92,1244.0,Potato,Sowing,Zaid,Drip,Tomato,Central,163.36,5.06,DAP
Silt,6.04,37.65,0.89,3.0,21,28,91,34.03,72.75,2080.88,Maize,Sowing,Zaid,Canal,Potato,East,112.13,1.75,DAP
Silt,5.2,40.83,1.46,1.02,98,28,56,28.5,54.57,1028.07,Sugarcane,Sowing,Rabi,Drip,Potato,South,91.69,2.22,SSP
Clay,5.0,52.17,0.42,1.01,65,19,83,25.33,43.32,824.63,Sugarcane,Vegetative,Kharif,Rainfed,Sugarcane,East,110.41,5.17,DAP
Loamy,6.28,52.5,0.97,0.94,143,64,28,36.9,44.77,1593.25,Maize,Sowing,Zaid,Sprinkler,Potato,South,268.77,2.47,MOP
Sandy,4.51,15.14,0.52,1.17,56,62,14,35.88,61.75,2014.82,Sugarcane,Vegetative,Zaid,Rainfed,Potato,South,192.93,6.54,Urea
Loamy,6.25,26.69,1.08,1.29,91,88,20,26.15,68.2,1590.8,Potato,Flowering,Zaid,Drip,Maize,West,127.64,7.34,MOP
Silt,5.54,32.53,1.3,1.97,55,28,91,25.52,49.8,1002.35,Cotton,Vegetative,Kharif,Canal,Rice,East,250.58,6.49,SSP
Clay,5.73,41.78,0.9,1.17,148,53,18,10.35,37.19,2165.12,Tomato,Flowering,Kharif,Canal,Sugarcane,West,158.34,2.48,MOP
Clay,5.62,21.89,0.43,1.56,141,57,63,20.03,70.16,2746.97,Tomato,Vegetative,Zaid,Rainfed,Cotton,West,123.63,7.34,Compost
Clay,5.71,44.01,0.88,1.06,66,26,101,26.98,60.3,1305.34,Cotton,Vegetative,Zaid,Rainfed,Sugarcane,Central,171.51,1.0,SSP
Clay,6.25,37.79,0.69,1.29,27,13,82,16.32,55.6,759.06,Rice,Harvest,Zaid,Sprinkler,Rice,Central,169.71,4.43,DAP
Sandy,6.54,38.74,0.78,1.95,58,72,53,13.52,61.96,2524.94,Wheat,Vegetative,Zaid,Rainfed,Cotton,South,97.31,5.2,Urea
Sandy,6.65,26.06,0.57,2.59,81,71,44,11.49,88.74,1392.8,Potato,Flowering,Zaid,Canal,Sugarcane,East,183.22,7.73,Urea
Clay,7.08,34.52,0.76,1.2,55,34,79,24.27,78.48,1256.56,Potato,Harvest,Rabi,Sprinkler,Wheat,North,204.68,4.77,DAP
Sandy,8.3,34.24,0.7,0.45,147,47,90,20.28,49.57,2186.97,Cotton,Harvest,Rabi,Rainfed,Maize,East,218.56,3.43,Zinc Sulphate
Loamy,7.67,48.39,0.23,0.91,86,63,78,27.6,90.0,2071.2,Maize,Flowering,Kharif,Canal,Maize,North,74.42,1.0,Zinc Sulphate
Clay,7.27,42.93,1.0,1.26,48,20,66,21.49,57.06,1570.15,Wheat,Sowing,Rabi,Drip,Wheat,North,205.66,1.0,DAP
Silt,6.86,13.0,0.37,1.36,144,83,17,10.0,63.52,2157.81,Cotton,Harvest,Rabi,Rainfed,Wheat,West,170.4,3.8,Compost
Sandy,5.83,56.66,0.94,1.63,65,56,54,25.58,77.58,1124.89,Rice,Harvest,Kharif,Canal,Potato,South,228.47,1.25,Urea
Silt,6.74,43.4,0.53,1.7,30,20,69,30.89,48.33,1263.1,Potato,Sowing,Kharif,Canal,Cotton,East,168.19,3.33,DAP
Clay,7.94,38.24,1.08,0.62,152,34,30,15.51,79.96,2283.7,Cotton,Flowering,Rabi,Rainfed,Maize,North,234.71,5.65,DAP
Sandy,5.51,28.76,0.56,0.4,147,68,69,37.55,63.64,2334.35,Cotton,Harvest,Zaid,Canal,Sugarcane,East,165.84,5.88,Compost
Silt,7.5,18.84,0.81,2.18,52,24,91,32.82,90.0,1718.94,Potato,Vegetative,Rabi,Drip,Maize,North,151.0,3.38,DAP
Silt,7.3,26.15,1.05,0.48,103,84,99,16.7,77.82,3000.0,Maize,Vegetative,Zaid,Drip,Cotton,North,201.38,1.0,Zinc Sulphate
Silt,4.5,27.28,0.2,1.57,97,84,115,27.93,41.25,1539.84,Potato,Sowing,Kharif,Canal,Tomato,South,196.52,1.0,Compost
Clay,7.47,31.97,1.0,0.29,91,88,34,17.43,61.84,1386.4,Maize,Flowering,Kharif,Sprinkler,Sugarcane,North,96.15,2.25,MOP
Clay,7.09,28.5,0.52,0.92,42,14,48,29.41,51.54,825.13,Cotton,Vegetative,Rabi,Drip,Potato,West,139.39,4.76,NPK
Loamy,7.72,43.96,0.72,2.87,150,71,76,29.93,49.25,2398.57,Wheat,Sowing,Rabi,Rainfed,Rice,West,127.81,3.18,Zinc Sulphate
Clay,7.06,37.54,0.71,1.15,29,25,81,13.65,90.0,1930.87,Cotton,Sowing,Kharif,Rainfed,Sugarcane,South,193.89,6.45,DAP
Sandy,7.37,38.16,0.84,1.58,24,14,18,32.49,50.85,2328.54,Cotton,Sowing,Rabi,Drip,Potato,North,270.65,7.01,NPK
Sandy,6.92,20.25,0.77,0.1,40,22,36,17.63,54.48,1814.71,Tomato,Flowering,Kharif,Sprinkler,Cotton,East,143.32,7.82,NPK
Loamy,5.86,20.77,0.79,0.23,37,20,116,18.39,65.69,3000.0,Maize,Vegetative,Zaid,Drip,Potato,North,225.75,4.84,DAP
Sandy,5.83,25.14,1.16,2.04,34,47,108,15.06,77.72,1984.45,Cotton,Harvest,Rabi,Rainfed,Potato,North,269.74,2.64,Urea
Clay,7.86,47.49,0.77,1.61,100,71,57,36.77,62.2,1582.37,Maize,Vegetative,Kharif,Canal,Wheat,West,217.61,1.66,Zinc Sulphate
Silt,6.17,19.38,0.23,0.83,60,16,98,17.95,90.0,2019.06,Maize,Flowering,Kharif,Rainfed,Maize,West,51.91,3.93,DAP
Sandy,7.33,28.19,0.61,1.86,46,53,113,26.56,68.19,2507.97,Rice,Vegetative,Zaid,Drip,Sugarcane,South,230.22,5.81,Urea
Silt,8.03,28.39,0.69,0.4,79,82,86,23.05,48.13,1404.42,Maize,Flowering,Zaid,Rainfed,Tomato,West,154.44,5.83,Zinc Sulphate
Sandy,6.11,38.43,1.42,0.7,64,16,72,25.31,42.1,1736.23,Potato,Vegetative,Kharif,Drip,Cotton,Central,130.05,5.65,DAP
Silt,7.89,30.48,1.0,1.2,109,50,86,20.43,60.07,912.04,Potato,Flowering,Rabi,Canal,Sugarcane,West,257.52,7.32,Zinc Sulphate
Silt,5.88,60.0,0.57,0.2,115,22,59,29.13,52.34,2104.31,Cotton,Harvest,Rabi,Canal,Wheat,East,189.01,5.31,SSP
Sandy,5.99,26.2,0.27,2.68,57,18,67,30.83,63.35,1813.07,Maize,Vegetative,Kharif,Rainfed,Wheat,South,203.19,7.19,Urea
Clay,5.97,29.64,0.57,2.14,64,65,93,28.49,60.6,833.79,Wheat,Harvest,Kharif,Sprinkler,Sugarcane,North,109.87,2.58,Urea
Loamy,7.16,17.47,0.41,1.83,64,51,53,28.92,61.12,1967.9,Wheat,Harvest,Rabi,Drip,Rice,North,139.47,5.79,Urea
Sandy,5.24,35.71,0.54,1.96,84,33,98,22.69,84.09,1515.47,Tomato,Sowing,Zaid,Drip,Rice,West,189.16,3.78,SSP
Loamy,8.01,50.6,1.15,1.49,119,78,15,31.41,80.05,240.94,Sugarcane,Harvest,Rabi,Canal,Wheat,North,258.2,7.93,MOP
Silt,4.99,35.57,0.2,1.58,47,12,17,38.45,32.38,2021.55,Potato,Harvest,Rabi,Drip,Wheat,North,182.91,2.47,NPK
Sandy,5.82,10.0,0.6,1.87,107,24,40,34.39,72.66,1035.18,Cotton,Sowing,Rabi,Drip,Potato,West,194.16,3.22,SSP
Sandy,8.0,16.03,0.62,1.22,120,89,32,16.35,62.5,1939.1,Cotton,Vegetative,Kharif,Drip,Sugarcane,North,124.07,1.31,MOP
Sandy,6.46,38.08,1.06,1.84,38,77,54,38.09,57.07,859.7,Wheat,Flowering,Rabi,Sprinkler,Potato,North,196.5,4.46,Urea
Clay,7.22,11.36,0.26,0.69,158,39,58,28.89,69.08,704.12,Maize,Flowering,Rabi,Sprinkler,Wheat,East,133.74,3.91,Compost
Sandy,5.34,42.77,0.97,2.24,64,25,80,28.93,61.46,949.28,Maize,Sowing,Zaid,Rainfed,Sugarcane,West,142.46,5.2,SSP
Silt,6.72,23.42,0.47,0.75,32,29,12,36.24,46.18,1618.24,Rice,Sowing,Rabi,Sprinkler,Maize,Central,198.9,3.47,NPK
Clay,6.07,24.16,0.32,2.5,25,81,31,30.95,56.43,1963.22,Wheat,Harvest,Rabi,Sprinkler,Maize,West,164.17,7.41,Compost
Clay,5.97,47.7,0.52,1.91,25,37,48,16.69,79.85,1556.97,Maize,Vegetative,Zaid,Rainfed,Rice,Central,225.71,1.63,Zinc Sulphate
Silt,6.52,39.44,0.46,0.81,57,63,56,27.04,43.46,1250.43,Maize,Vegetative,Zaid,Sprinkler,Maize,Central,187.44,4.18,Urea
Loamy,8.08,58.99,1.43,1.44,99,59,48,19.01,76.1,689.47,Maize,Flowering,Kharif,Sprinkler,Rice,West,70.18,4.31,Zinc Sulphate
Clay,7.21,34.29,0.3,1.6,144,18,50,21.06,33.82,3000.0,Sugarcane,Harvest,Kharif,Canal,Wheat,North,163.19,4.14,Compost
Clay,8.5,26.87,1.26,1.23,27,38,19,27.22,62.0,1840.14,Tomato,Sowing,Rabi,Sprinkler,Tomato,West,129.62,2.75,NPK
Loamy,7.76,50.05,0.87,1.38,24,17,51,36.76,51.44,1888.27,Cotton,Vegetative,Kharif,Drip,Maize,North,197.13,5.42,DAP
Clay,5.97,43.71,0.43,0.3,61,37,22,33.79,40.77,1676.36,Sugarcane,Sowing,Rabi,Sprinkler,Maize,West,87.71,6.44,NPK
Silt,5.9,21.39,0.77,1.34,75,29,67,19.52,64.91,907.98,Cotton,Vegetative,Zaid,Rainfed,Potato,South,261.8,2.89,SSP
Silt,5.51,12.66,0.56,0.63,133,56,26,15.12,71.91,2033.78,Tomato,Vegetative,Rabi,Sprinkler,Sugarcane,Central,133.02,1.67,MOP
Silt,5.55,42.83,0.8,1.65,127,21,47,12.62,60.66,2145.55,Sugarcane,Flowering,Rabi,Canal,Cotton,West,93.18,6.51,SSP
Clay,5.89,36.31,0.97,1.49,21,56,58,27.47,46.19,971.82,Rice,Vegetative,Zaid,Canal,Sugarcane,South,143.67,5.17,Urea
Loamy,7.68,39.72,0.9,1.11,157,74,100,18.41,41.29,200.0,Cotton,Flowering,Rabi,Rainfed,Maize,Central,164.66,7.35,Zinc Sulphate
Sandy,5.8,40.8,0.78,1.21,31,23,18,29.39,59.47,1463.48,Wheat,Vegetative,Kharif,Sprinkler,Rice,South,147.58,4.61,NPK
Clay,7.97,29.39,0.6,2.15,72,83,94,33.4,85.94,1179.3,Potato,Harvest,Kharif,Canal,Potato,Central,173.83,5.07,Zinc Sulphate
Sandy,7.3,43.86,0.74,2.26,155,61,82,13.08,42.65,1842.16,Maize,Flowering,Zaid,Sprinkler,Rice,South,81.37,1.45,Zinc Sulphate
Clay,7.56,36.78,0.56,0.42,122,79,89,25.41,53.0,1547.27,Wheat,Harvest,Kharif,Sprinkler,Tomato,South,157.91,1.0,Zinc Sulphate
Sandy,5.9,20.11,1.23,1.51,139,67,32,12.08,83.95,2238.07,Potato,Flowering,Rabi,Drip,Maize,East,127.54,4.88,MOP
Clay,5.77,20.65,0.94,1.36,87,29,94,26.83,49.59,3000.0,Sugarcane,Vegetative,Rabi,Sprinkler,Sugarcane,East,88.22,4.2,SSP
Clay,6.83,21.79,0.36,1.05,112,56,84,29.86,57.2,242.1,Rice,Vegetative,Zaid,Canal,Potato,East,256.44,3.01,Compost
Loamy,5.22,27.55,1.1,1.9,78,28,57,27.38,71.88,2153.15,Cotton,Sowing,Kharif,Canal,Sugarcane,West,85.29,7.97,SSP
Silt,7.7,19.34,0.95,1.13,113,65,115,22.54,54.19,200.0,Potato,Flowering,Rabi,Sprinkler,Cotton,North,134.81,4.06,Zinc Sulphate
Silt,6.41,33.5,0.8,1.01,25,64,70,20.91,47.1,929.41,Rice,Vegetative,Kharif,Canal,Maize,Central,78.61,3.16,Urea
Clay,8.4,39.97,1.06,2.52,140,12,115,32.03,47.71,2039.94,Maize,Vegetative,Kharif,Rainfed,Rice,Central,90.86,3.73,DAP
Clay,5.72,41.98,0.72,2.87,45,66,109,29.85,31.64,1878.68,Potato,Harvest,Zaid,Sprinkler,Wheat,Central,112.99,5.63,Urea
Loamy,8.28,33.67,1.29,1.02,70,61,102,32.06,52.49,556.15,Rice,Flowering,Kharif,Rainfed,Cotton,West,282.78,6.58,Zinc Sulphate
Clay,7.53,43.66,0.92,1.91,115,54,107,26.49,63.25,200.0,Potato,Harvest,Rabi,Drip,Cotton,East,108.52,5.7,Zinc Sulphate
Sandy,5.92,45.16,1.01,1.71,104,78,17,23.91,55.81,1808.61,Rice,Flowering,Zaid,Drip,Cotton,South,97.39,2.18,MOP
Clay,8.01,57.1,0.48,1.89,159,68,110,24.11,81.92,470.63,Wheat,Vegetative,Kharif,Rainfed,Wheat,West,132.16,4.34,Zinc Sulphate
Sandy,6.15,50.23,1.07,2.41,128,16,93,26.74,45.98,1934.68,Sugarcane,Sowing,Kharif,Canal,Rice,South,87.5,4.44,SSP
Clay,6.57,10.0,0.32,0.99,95,87,83,19.44,78.88,1477.64,Rice,Harvest,Kharif,Rainfed,Maize,South,100.15,5.3,Compost
Sandy,7.36,29.27,0.46,1.04,147,59,20,19.2,54.12,613.35,Potato,Flowering,Rabi,Canal,Sugarcane,West,171.92,5.67,MOP
Silt,7.6,10.0,0.95,1.28,71,86,95,15.42,69.25,2220.65,Cotton,Flowering,Rabi,Canal,Potato,North,289.17,1.82,Zinc Sulphate
Silt,8.33,18.25,0.31,1.16,97,75,79,20.78,67.63,2835.39,Rice,Harvest,Kharif,Sprinkler,Wheat,North,202.45,6.27,Compost
Clay,5.99,60.0,0.95,1.1,46,68,99,37.64,88.04,2384.45,Wheat,Vegetative,Zaid,Canal,Wheat,East,50.0,3.63,Urea
Loamy,5.05,30.05,1.02,1.58,88,28,93,22.31,83.27,622.97,Tomato,Vegetative,Zaid,Drip,Rice,Central,113.21,4.04,SSP
Clay,7.77,36.82,0.53,1.13,61,78,77,23.32,75.1,1640.97,Sugarcane,Sowing,Kharif,Sprinkler,Potato,South,140.0,7.09,Urea
Sandy,7.87,32.3,0.82,1.81,107,73,112,30.48,66.3,1904.27,Rice,Flowering,Rabi,Canal,Rice,North,197.04,1.07,Zinc Sulphate
Silt,5.99,31.37,0.7,0.75,102,24,16,24.28,46.29,1132.98,Maize,Harvest,Kharif,Rainfed,Wheat,West,92.94,6.86,DAP
Loamy,8.08,50.85,0.63,1.5,152,52,80,25.27,61.05,1999.84,Potato,Harvest,Rabi,Drip,Tomato,East,195.3,7.81,Zinc Sulphate
Clay,6.03,34.06,0.86,0.4,23,75,97,22.18,69.51,1566.58,Rice,Harvest,Kharif,Canal,Cotton,Central,143.74,5.96,Urea
Clay,8.0,24.72,1.01,2.77,89,53,100,22.97,49.76,1873.16,Rice,Vegetative,Kharif,Rainfed,Sugarcane,West,90.48,5.04,Zinc Sulphate
Silt,4.6,27.04,0.39,1.74,95,73,15,34.57,57.94,1442.06,Maize,Harvest,Zaid,Sprinkler,Potato,South,167.17,4.15,Compost
Loamy,7.58,22.19,0.7,1.49,83,77,103,36.85,90.0,1313.23,Maize,Vegetative,Zaid,Sprinkler,Sugarcane,West,150.39,7.56,Zinc Sulphate
Silt,6.46,40.38,0.96,1.85,59,29,41,20.83,67.92,1081.59,Sugarcane,Sowing,Rabi,Rainfed,Sugarcane,North,190.03,8.0,NPK
Loamy,6.31,43.57,1.32,1.1,32,28,27,26.16,45.79,200.0,Potato,Vegetative,Rabi,Drip,Wheat,North,199.09,1.0,NPK
Clay,4.89,20.37,0.58,2.63,127,64,18,23.08,51.39,1156.52,Potato,Flowering,Rabi,Drip,Sugarcane,North,171.9,5.92,MOP
Sandy,6.55,22.01,0.77,1.22,41,15,107,24.43,84.68,1523.37,Sugarcane,Sowing,Zaid,Drip,Sugarcane,West,271.56,5.08,DAP
Loamy,7.67,35.73,0.46,1.21,113,84,48,26.78,31.79,2266.03,Tomato,Flowering,Rabi,Canal,Potato,North,94.76,4.35,Compost
Sandy,4.82,28.94,0.83,0.66,112,11,49,29.19,84.87,2059.79,Cotton,Vegetative,Zaid,Sprinkler,Tomato,East,124.4,8.0,SSP
Loamy,6.98,18.14,0.38,1.25,133,78,38,38.2,90.0,1726.77,Sugarcane,Harvest,Rabi,Sprinkler,Sugarcane,West,193.8,2.32,Compost
Loamy,7.83,30.17,1.0,1.64,47,26,110,28.27,30.0,1713.73,Maize,Sowing,Rabi,Canal,Tomato,South,50.0,3.14,DAP
Loamy,6.49,19.4,0.34,1.47,42,73,18,21.91,61.48,2767.24,Tomato,Vegetative,Kharif,Rainfed,Sugarcane,East,86.59,3.31,Compost
Loamy,6.37,15.39,0.82,1.6,89,66,30,28.23,64.64,2996.91,Cotton,Flowering,Rabi,Canal,Maize,West,188.03,2.9,MOP
Clay,5.79,32.12,1.24,1.45,88,24,75,26.58,62.02,1505.4,Sugarcane,Vegetative,Zaid,Sprinkler,Rice,North,121.08,2.41,SSP
Sandy,6.72,21.46,0.78,2.31,55,40,61,34.17,36.84,2087.07,Potato,Vegetative,Kharif,Sprinkler,Cotton,East,174.32,4.95,Urea
Silt,4.62,31.09,1.02,2.65,98,26,101,16.48,86.98,1798.25,Sugarcane,Vegetative,Zaid,Canal,Cotton,North,187.67,5.52,SSP
Silt,7.4,10.0,0.7,1.2,28,59,98,28.33,70.44,1147.69,Cotton,Sowing,Rabi,Sprinkler,Rice,Central,202.28,4.22,Urea
Loamy,7.01,57.27,0.33,2.67,141,69,105,30.66,48.7,1868.69,Tomato,Flowering,Rabi,Sprinkler,Tomato,West,282.08,5.94,Zinc Sulphate
Clay,7.09,17.93,0.28,1.98,25,36,47,19.85,54.17,3000.0,Sugarcane,Sowing,Rabi,Drip,Maize,North,300.0,5.06,Zinc Sulphate
Loamy,6.52,56.69,1.5,1.39,101,41,38,31.21,60.21,2567.42,Sugarcane,Harvest,Kharif,Canal,Wheat,West,275.33,2.07,MOP
Silt,7.77,51.39,0.65,1.19,35,19,52,18.78,41.17,2043.48,Wheat,Flowering,Kharif,Canal,Potato,Central,181.15,3.74,DAP
Loamy,6.08,28.88,1.06,0.42,69,12,21,27.75,59.83,2157.02,Rice,Harvest,Kharif,Canal,Maize,East,172.27,5.37,NPK
Silt,6.01,22.37,0.33,1.69,27,71,93,21.03,39.42,1678.58,Sugarcane,Sowing,Kharif,Rainfed,Potato,North,210.78,4.85,Compost
Silt,6.16,41.14,0.51,1.7,73,17,28,16.09,67.73,1344.85,Rice,Flowering,Zaid,Rainfed,Cotton,West,200.84,6.13,NPK
Silt,7.89,18.56,0.78,2.62,127,18,49,37.78,42.47,1674.61,Tomato,Sowing,Kharif,Drip,Potato,East,170.64,6.36,DAP
Clay,8.06,33.84,0.71,1.08,44,26,77,21.68,75.55,2917.76,Wheat,Sowing,Rabi,Rainfed,Sugarcane,West,210.33,4.57,DAP
Silt,5.72,27.47,0.73,0.55,99,14,100,23.13,45.48,2547.19,Maize,Vegetative,Zaid,Rainfed,Maize,South,183.74,5.4,SSP
Clay,5.31,25.94,0.62,1.16,68,72,33,23.19,90.0,1546.36,Potato,Flowering,Rabi,Drip,Wheat,North,114.33,5.25,MOP
Loamy,4.72,25.75,0.67,1.59,56,32,64,33.21,41.55,1572.07,Sugarcane,Vegetative,Zaid,Drip,Wheat,Central,197.18,5.36,SSP
Silt,7.9,46.68,0.62,1.38,80,33,85,25.02,50.08,1451.19,Maize,Harvest,Rabi,Canal,Cotton,North,113.27,1.47,DAP
Sandy,8.02,41.82,0.87,2.62,100,64,94,14.34,48.59,1515.52,Rice,Flowering,Rabi,Canal,Potato,East,173.43,1.79,Zinc Sulphate
Loamy,6.48,37.28,0.66,1.3,52,33,72,19.2,31.98,3000.0,Cotton,Harvest,Zaid,Canal,Rice,West,103.34,6.85,SSP
Sandy,6.68,21.4,0.44,1.59,20,33,53,14.66,55.32,2388.44,Wheat,Flowering,Zaid,Drip,Maize,Central,168.85,5.56,DAP
Clay,5.36,22.3,0.7,2.71,124,56,19,13.39,44.92,2781.61,Sugarcane,Flowering,Kharif,Canal,Potato,South,189.34,6.85,MOP
Loamy,5.76,19.2,0.79,2.46,31,67,55,20.33,54.81,2223.64,Rice,Vegetative,Zaid,Canal,Sugarcane,South,140.06,5.88,Urea
Clay,7.72,40.87,1.03,2.3,149,80,114,24.33,73.47,3000.0,Potato,Flowering,Zaid,Sprinkler,Tomato,East,142.87,4.49,Urea
Silt,5.75,23.29,0.67,1.26,37,64,76,28.26,79.46,2480.57,Potato,Sowing,Rabi,Canal,Potato,North,181.3,5.75,Urea
Clay,8.46,37.29,0.58,1.98,73,82,96,37.22,69.56,952.51,Wheat,Sowing,Zaid,Drip,Cotton,East,144.58,4.23,Zinc Sulphate
Sandy,5.75,39.18,1.1,2.67,115,75,11,36.59,64.06,1758.53,Sugarcane,Sowing,Rabi,Sprinkler,Tomato,West,57.85,4.21,MOP
Silt,6.67,28.23,0.84,2.01,33,73,105,12.96,56.7,1695.72,Rice,Harvest,Kharif,Rainfed,Rice,South,50.0,3.83,Urea
Silt,4.5,33.2,1.13,2.0,33,31,41,26.78,47.85,2312.87,Rice,Vegetative,Zaid,Drip,Cotton,East,171.21,3.16,NPK
Silt,5.41,41.92,0.96,2.14,47,26,21,16.61,44.43,1507.98,Tomato,Sowing,Rabi,Sprinkler,Cotton,North,171.01,6.59,NPK
Sandy,6.9,25.64,1.13,1.41,59,16,78,30.14,63.44,1846.24,Sugarcane,Vegetative,Zaid,Canal,Wheat,West,114.31,5.84,DAP
Silt,7.56,42.04,1.04,0.78,56,19,54,27.72,53.28,763.17,Potato,Sowing,Zaid,Rainfed,Cotton,East,140.23,4.52,DAP
Silt,8.13,36.72,0.89,1.72,120,49,70,23.32,56.14,1483.8,Cotton,Flowering,Kharif,Sprinkler,Wheat,Central,192.28,6.25,Zinc Sulphate
Clay,6.04,26.69,0.2,1.25,102,61,73,22.84,56.71,1821.12,Potato,Harvest,Kharif,Sprinkler,Tomato,East,242.68,6.5,Compost
Loamy,8.24,36.46,1.44,1.96,77,80,70,35.59,55.93,1754.74,Sugarcane,Harvest,Kharif,Sprinkler,Potato,Central,200.41,5.12,Zinc Sulphate
Loamy,7.3,21.32,0.68,1.7,34,88,52,23.49,67.39,2154.44,Sugarcane,Harvest,Rabi,Drip,Cotton,North,137.06,8.0,Urea
Silt,8.09,14.95,1.19,2.01,146,64,103,28.82,64.97,200.0,Tomato,Vegetative,Zaid,Drip,Maize,West,228.5,3.29,Zinc Sulphate
Loamy,6.46,40.99,0.75,1.0,84,11,52,28.73,62.54,1102.87,Tomato,Flowering,Kharif,Canal,Maize,South,118.86,2.21,SSP
Clay,5.92,34.47,0.69,1.71,55,69,68,22.15,65.7,2480.05,Maize,Sowing,Kharif,Drip,Sugarcane,West,153.51,8.0,Urea
Clay,5.05,31.16,1.05,0.85,62,17,107,29.68,41.53,986.61,Potato,Vegetative,Zaid,Rainfed,Wheat,North,267.26,1.0,DAP
Loamy,6.78,31.49,0.32,1.44,65,18,91,30.74,64.68,1952.69,Sugarcane,Sowing,Rabi,Sprinkler,Wheat,Central,167.85,1.0,SSP
Silt,7.14,33.83,1.02,1.87,74,34,38,29.47,70.37,1728.62,Potato,Flowering,Kharif,Sprinkler,Sugarcane,West,154.23,6.2,NPK
Loamy,6.06,37.03,1.06,1.98,158,41,24,36.6,83.39,2404.97,Potato,Vegetative,Zaid,Sprinkler,Maize,North,272.92,5.5,MOP
Sandy,6.39,34.41,1.13,1.03,136,52,21,20.75,64.9,2623.25,Cotton,Sowing,Kharif,Sprinkler,Sugarcane,North,68.39,4.55,NPK
Sandy,6.78,40.26,0.32,2.51,69,40,25,32.84,61.4,1173.06,Wheat,Sowing,Rabi,Canal,Potato,West,196.56,2.17,NPK
Loamy,6.81,34.14,0.66,1.69,90,68,48,20.62,88.45,1108.14,Tomato,Vegetative,Kharif,Drip,Potato,West,127.91,7.84,NPK
Loamy,6.98,17.37,0.49,0.5,72,65,28,30.59,73.5,1133.32,Sugarcane,Flowering,Kharif,Sprinkler,Rice,North,209.0,7.11,MOP
Sandy,6.66,40.05,0.61,1.05,40,14,41,22.09,73.78,2231.19,Cotton,Vegetative,Rabi,Canal,Rice,North,174.03,5.3,NPK
Loamy,7.97,34.68,1.12,2.02,92,72,53,22.43,66.25,641.56,Rice,Flowering,Zaid,Rainfed,Cotton,East,120.45,6.29,Zinc Sulphate
Sandy,6.94,19.65,0.9,1.35,23,69,105,28.86,64.58,1170.05,Rice,Harvest,Rabi,Rainfed,Cotton,West,260.35,7.7,Urea
Sandy,8.23,32.54,0.77,1.27,32,25,88,23.89,56.96,2680.06,Potato,Sowing,Rabi,Drip,Tomato,Central,100.67,3.28,DAP
Clay,7.02,43.44,1.0,1.64,45,10,102,29.83,61.49,2686.64,Rice,Vegetative,Rabi,Drip,Wheat,West,127.93,5.01,DAP
Sandy,7.64,29.34,0.98,2.17,96,69,77,20.95,49.28,2797.85,Cotton,Flowering,Kharif,Rainfed,Maize,West,192.4,7.29,Zinc Sulphate
Loamy,5.9,32.43,0.5,2.44,112,62,14,23.83,41.24,976.02,Tomato,Vegetative,Kharif,Canal,Wheat,West,85.94,3.59,MOP
Clay,4.8,18.53,0.31,0.9,77,83,85,22.26,73.18,1904.37,Cotton,Sowing,Kharif,Drip,Sugarcane,South,144.62,4.5,Compost
Silt,4.9,14.65,0.46,1.22,59,38,65,32.19,58.38,2415.31,Cotton,Vegetative,Zaid,Sprinkler,Tomato,West,50.55,3.01,Urea
Loamy,6.93,45.42,1.03,2.35,61,78,90,28.75,48.01,2102.18,Sugarcane,Flowering,Rabi,Rainfed,Potato,South,253.24,4.76,Urea
Sandy,5.54,21.98,0.26,2.01,58,20,26,22.46,49.63,1492.08,Tomato,Flowering,Rabi,Rainfed,Wheat,Central,189.51,1.0,NPK
Sandy,6.35,41.42,1.07,2.01,73,14,11,31.88,52.65,2744.93,Wheat,Flowering,Kharif,Drip,Cotton,West,93.77,4.11,NPK
Clay,8.26,55.95,1.29,0.41,46,29,41,31.73,59.92,1459.1,Rice,Sowing,Zaid,Drip,Wheat,East,126.44,8.0,DAP
Clay,7.77,38.48,0.49,0.42,128,45,99,26.39,68.8,2781.11,Rice,Vegetative,Rabi,Drip,Potato,South,202.97,3.5,Zinc Sulphate
Loamy,8.0,15.99,0.71,1.38,22,57,113,22.16,38.24,3000.0,Maize,Vegetative,Kharif,Canal,Potato,South,71.75,1.9,Urea
